image,x,y,w,h,contrast,area_px,aspect,polarity,evidence_class,matches_coord,agrees,disagrees,near_edge,persistence,compactness,bg_std,smooth,grid_energy,edge_sharpness,contrast_stability,interest,score,verdict,confidence,flags,recommendation,path,baseline_fp,fdr_q,solar_elevation_deg,solar_azimuth_deg,pixel_scale_m,size_m,shadow_alignment,inferred_height_m,spacecraft_altitude_km
ESP_013236_1410_MIRB.browse_enh.png,1348,4148,16,20,0.3,320,1.25,bright,3,2,2,0,False,1.0,0.814,29.6,no,0.6899,1.6668,0.5708,32.4,72.4,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MIRB.browse_enh.png,,0.495,,,,,,,
ESP_013236_1410_MIRB.browse_enh.png,796,4216,28,24,0.27,672,1.17,dark,3,2,2,0,False,0.94,0.837,39.5,no,0.7002,1.1035,0.5572,32.4,72.4,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MIRB.browse_enh.png,,0.496,,,,,,,
ESP_013236_1410_MRGB.abrowse_enh.png,788,1528,24,24,0.7,576,1.0,dark,3,2,2,0,False,1.0,0.424,40.58,no,0.6288,1.9164,0.7442,36.4,72.4,TERRAIN,high,small_blob,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.abrowse_enh.png,,0.433,,,,,,,
ESP_013236_1410_MRGB.browse_enh.png,788,1332,24,24,0.7,576,1.0,dark,3,2,2,0,False,1.0,0.399,41.06,no,0.6324,1.9051,0.7524,36.4,72.4,TERRAIN,high,small_blob,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.browse_enh.png,,0.433,,,,,,,
ESP_013236_1410_MRGB.browse_enh.png,1148,3300,20,24,0.74,480,1.2,dark,3,2,2,0,False,1.0,0.524,41.55,no,0.6195,1.1907,0.5793,36.4,72.4,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.browse_enh.png,,0.426,,,,,,,
ESP_013236_1410_MRGB.browse_enh.png,1348,4148,16,20,0.3,320,1.25,bright,3,2,2,0,False,1.0,0.814,29.6,no,0.6899,1.6668,0.5708,32.4,72.4,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.browse_enh.png,,0.495,,,,,,,
ESP_013236_1410_MRGB.browse_enh.png,796,4216,28,24,0.27,672,1.17,dark,3,2,2,0,False,0.94,0.837,39.5,no,0.7002,1.1035,0.5572,32.4,72.4,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.browse_enh.png,,0.496,,,,,,,
ESP_013236_1410_RED.browse_enh.png,1184,1836,20,28,0.78,560,1.4,dark,3,2,2,0,False,1.0,0.566,37.87,no,0.6159,1.4363,0.7451,36.4,72.4,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_RED.browse_enh.png,,0.419,,,,,,,
ESP_013236_1410_RED.thumb_enh.png,284,1040,20,40,0.88,800,2.0,dark,3,2,2,0,False,1.0,0.55,59.16,no,0.8194,1.0661,0.7501,36.4,72.4,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_RED.thumb_enh.png,,0.405,,,,,,,
ESP_013948_1410_MIRB.browse_enh.png,580,2208,16,28,0.39,448,1.75,bright,3,2,2,0,False,1.0,1.0,57.66,no,0.753,1.0606,0.6404,32.4,72.4,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MIRB.browse_enh.png,,0.485,,,,,,,
ESP_013948_1410_MIRB.browse_enh.png,1148,4732,28,36,0.73,1008,1.29,bright,3,2,2,0,False,1.0,0.252,45.76,no,0.6503,1.4581,0.5887,36.4,72.4,TERRAIN,high,small_blob,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\ESP_013948_1410\ESP_013948_1410_MIRB.browse_enh.png,,0.429,,,,,,,
ESP_013948_1410_MIRB.browse_enh.png,944,4796,16,36,0.48,576,2.25,dark,3,2,2,0,False,0.993,1.0,43.02,no,0.7633,1.1262,0.8073,32.4,72.4,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MIRB.browse_enh.png,,0.472,,,,,,,
ESP_013948_1410_MRGB.browse_enh.png,1148,4732,28,36,0.73,1008,1.29,bright,3,2,2,0,False,1.0,0.252,45.92,no,0.6505,1.4528,0.589,36.4,72.4,TERRAIN,high,small_blob,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\ESP_013948_1410\ESP_013948_1410_MRGB.browse_enh.png,,0.429,,,,,,,
ESP_013948_1410_MRGB.browse_enh.png,944,4796,16,36,0.48,576,2.25,dark,3,2,2,0,False,0.997,1.0,43.08,no,0.7642,1.1294,0.8077,32.4,72.4,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MRGB.browse_enh.png,,0.472,,,,,,,
ESP_013948_1410_RED.abrowse_enh.png,692,5096,16,28,0.85,448,1.75,dark,3,2,2,0,False,1.0,0.471,57.66,no,0.7871,1.1934,0.7971,36.4,72.4,TERRAIN,high,small_blob,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\ESP_013948_1410\ESP_013948_1410_RED.abrowse_enh.png,,0.407,,,,,,,
ESP_013948_1410_RED.browse_enh.png,944,4796,16,36,0.48,576,2.25,dark,3,2,2,0,False,1.0,1.0,46.52,no,0.774,1.0731,0.803,32.4,72.4,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_RED.browse_enh.png,,0.472,,,,,,,
ESP_013948_1410_RED.browse_enh.png,560,4836,24,40,0.8,960,1.67,dark,3,2,2,0,False,0.998,0.372,54.13,no,0.7947,0.9861,0.8791,36.4,72.4,TERRAIN,high,small_blob,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\ESP_013948_1410\ESP_013948_1410_RED.browse_enh.png,,0.416,,,,,,,
ESP_013236_1410_MIRB.abrowse_enh.png,3476,6652,32,40,0.69,1280,1.25,dark,3,2,2,0,False,1.0,0.209,43.56,no,0.7759,1.0921,0.7002,36.3,72.3,TERRAIN,high,small_blob,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\ESP_013236_1410\ESP_013236_1410_MIRB.abrowse_enh.png,,0.434,,,,,,,
ESP_013236_1410_MRGB.abrowse_enh.png,3476,6652,32,40,0.69,1280,1.25,dark,3,2,2,0,False,1.0,0.209,43.56,no,0.7759,1.0921,0.7002,36.3,72.3,TERRAIN,high,small_blob,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.abrowse_enh.png,,0.434,,,,,,,
ESP_013236_1410_RED.abrowse_enh.png,3476,6652,32,40,0.7,1280,1.25,dark,3,2,2,0,False,1.0,0.24,45.83,no,0.7835,1.103,0.7032,36.3,72.3,TERRAIN,high,small_blob,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\ESP_013236_1410\ESP_013236_1410_RED.abrowse_enh.png,,0.433,,,,,,,
ESP_013236_1410_RED.browse_enh.png,644,4512,36,24,0.77,864,1.5,dark,3,2,2,0,False,1.0,0.233,30.55,no,0.692,1.8786,0.6655,36.3,72.3,TERRAIN,high,small_blob,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\ESP_013236_1410\ESP_013236_1410_RED.browse_enh.png,,0.420,,,,,,,
ESP_013236_1410_RED.thumb_enh.png,800,804,36,204,0.16,7344,5.67,bright,2,0,2,0,False,0.847,0.743,77.83,no,0.9311,1.122,0.7587,32.3,72.3,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\ESP_013236_1410\ESP_013236_1410_RED.thumb_enh.png,,0.498,,,,,,,
ESP_013948_1410_RED.browse_enh.png,692,4900,16,28,0.84,448,1.75,dark,3,2,2,0,False,1.0,0.463,57.72,no,0.7851,1.1659,0.7968,36.3,72.3,TERRAIN,high,small_blob,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\ESP_013948_1410\ESP_013948_1410_RED.browse_enh.png,,0.409,,,,,,,
ESP_013236_1410_MIRB.abrowse_enh.png,1148,3496,20,24,0.72,480,1.2,dark,3,2,2,0,False,1.0,0.655,41.61,no,0.6046,1.1872,0.5784,36.2,72.2,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MIRB.abrowse_enh.png,,0.431,,,,,,,
ESP_013236_1410_MIRB.browse_enh.png,1968,9412,24,20,0.26,480,1.2,bright,3,2,2,0,False,0.979,1.0,46.42,no,0.8165,1.1055,0.7111,32.2,72.2,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MIRB.browse_enh.png,,0.496,,,,,,,
ESP_013236_1410_MRGB.abrowse_enh.png,1148,3496,20,24,0.72,480,1.2,dark,3,2,2,0,False,1.0,0.655,41.61,no,0.6046,1.1872,0.5784,36.2,72.2,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.abrowse_enh.png,,0.431,,,,,,,
ESP_013236_1410_MRGB.browse_enh.png,1376,3212,36,28,0.71,1008,1.29,dark,3,2,2,0,False,1.0,0.237,32.8,no,0.6663,1.2844,0.6235,36.2,72.2,TERRAIN,high,small_blob,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.browse_enh.png,,0.432,,,,,,,
ESP_013236_1410_MRGB.browse_enh.png,1968,9412,24,20,0.26,480,1.2,bright,3,2,2,0,False,0.979,1.0,46.42,no,0.8165,1.1055,0.7111,32.2,72.2,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.browse_enh.png,,0.496,,,,,,,
ESP_013236_1410_MRGB.thumb_enh.png,284,1040,16,40,0.96,640,2.5,dark,3,2,2,0,False,1.0,0.469,54.83,no,0.8128,1.1111,0.8405,36.2,72.2,TERRAIN,high,small_blob,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.thumb_enh.png,,0.402,,,,,,,
ESP_013236_1410_RED.abrowse_enh.png,840,4292,40,24,0.78,960,1.67,dark,3,2,2,0,False,1.0,0.3,32.55,no,0.725,1.9755,0.773,36.2,72.2,TERRAIN,high,small_blob,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\ESP_013236_1410\ESP_013236_1410_RED.abrowse_enh.png,,0.419,,,,,,,
ESP_013948_1410_RED.browse_enh.png,1340,6264,12,32,1.69,384,2.67,dark,2,0,2,0,False,1.0,1.0,28.0,no,0.8018,1.645,0.8946,32.2,72.2,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_RED.browse_enh.png,,0.376,,,,,,,
ESP_013948_1410_RED.browse_enh.png,784,6300,16,32,1.56,512,2.0,dark,2,0,2,0,False,1.0,1.0,25.85,no,0.755,1.9868,0.8288,32.2,72.2,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_RED.browse_enh.png,,0.379,,,,,,,
ESP_013236_1410_MIRB.abrowse_enh.png,1372,3952,12,32,0.54,384,2.67,dark,3,2,2,0,False,0.991,1.0,78.79,no,0.8925,0.5417,0.8686,32.1,72.1,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MIRB.abrowse_enh.png,,0.463,,,,,,,
ESP_013236_1410_MIRB.thumb_enh.png,284,1040,16,40,0.95,640,2.5,dark,3,2,2,0,False,1.0,0.469,54.76,no,0.8128,1.105,0.8408,36.1,72.1,TERRAIN,high,small_blob,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\ESP_013236_1410\ESP_013236_1410_MIRB.thumb_enh.png,,0.402,,,,,,,
ESP_013236_1410_MRGB.abrowse_enh.png,1372,3952,12,32,0.54,384,2.67,dark,3,2,2,0,False,0.991,1.0,78.79,no,0.8925,0.5417,0.8686,32.1,72.1,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.abrowse_enh.png,,0.463,,,,,,,
ESP_013948_1410_RED.browse_enh.png,1896,9648,24,28,0.23,672,1.17,dark,3,2,2,0,False,1.0,0.762,46.91,no,0.8168,1.3677,0.6228,32.1,72.1,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_RED.browse_enh.png,,0.498,,,,,,,
ESP_013948_1410_RGB.NOMAP.browse_enh.png,636,11432,16,16,2.85,256,1.0,dark,2,1,1,0,False,1.0,1.0,26.23,no,0.8146,1.2119,0.9615,50.1,72.1,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_RGB.NOMAP.browse_enh.png,,0.197,,,,,,,
ESP_013236_1410_MIRB.browse_enh.png,656,4648,36,32,0.18,1152,1.12,dark,3,2,2,0,False,1.0,0.884,53.31,no,0.8488,1.3167,0.9102,32.0,72.0,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MIRB.browse_enh.png,,0.498,,,,,,,
ESP_013236_1410_MRGB.browse_enh.png,656,4648,36,32,0.18,1152,1.12,dark,3,2,2,0,False,1.0,0.884,53.31,no,0.8488,1.3167,0.9102,32.0,72.0,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.browse_enh.png,,0.498,,,,,,,
ESP_013236_1410_MRGB.browse_enh.png,2176,9692,28,40,0.7,1120,1.43,bright,3,2,2,0,False,1.0,0.247,26.91,no,0.8336,1.5026,0.6767,36.0,72.0,TERRAIN,high,small_blob,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.browse_enh.png,,0.433,,,,,,,
ESP_013236_1410_RED.browse_enh.png,1148,3300,20,28,0.73,560,1.4,dark,3,2,2,0,False,1.0,0.518,42.04,no,0.6673,1.1361,0.5891,36.0,72.0,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_RED.browse_enh.png,,0.429,,,,,,,
ESP_013236_1410_RED.browse_enh.png,676,4268,16,32,0.39,512,2.0,bright,3,2,2,0,False,1.0,1.0,36.23,no,0.7632,1.085,0.2909,32.0,72.0,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_RED.browse_enh.png,,0.485,,,,,,,
ESP_013236_1410_IRB.NOMAP.browse_enh.png,460,12160,16,20,2.87,320,1.25,dark,2,1,1,0,False,1.0,1.0,20.62,no,0.7776,1.4399,0.9459,49.9,71.9,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_IRB.NOMAP.browse_enh.png,,0.193,,,,,,,
ESP_013236_1410_MIRB.abrowse_enh.png,1924,9460,20,28,0.26,560,1.4,bright,3,2,2,0,False,1.0,1.0,55.85,no,0.8439,1.2164,0.4838,31.9,71.9,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MIRB.abrowse_enh.png,,0.496,,,,,,,
ESP_013236_1410_MIRB.browse_enh.png,1960,9476,16,32,0.38,512,2.0,dark,3,2,2,0,False,1.0,0.725,23.95,no,0.8139,2.1103,0.7026,31.9,71.9,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MIRB.browse_enh.png,,0.486,,,,,,,
ESP_013236_1410_MRGB.abrowse_enh.png,1924,9460,20,28,0.26,560,1.4,bright,3,2,2,0,False,1.0,1.0,55.85,no,0.8439,1.2164,0.4838,31.9,71.9,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.abrowse_enh.png,,0.496,,,,,,,
ESP_013236_1410_MRGB.browse_enh.png,1960,9476,16,32,0.38,512,2.0,dark,3,2,2,0,False,1.0,0.725,23.95,no,0.8139,2.1103,0.7026,31.9,71.9,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.browse_enh.png,,0.486,,,,,,,
ESP_013236_1410_RED.abrowse_enh.png,524,5048,24,172,0.58,4128,7.17,bright,2,0,2,0,False,0.948,0.761,61.58,no,0.872,1.191,0.8611,31.9,71.9,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\ESP_013236_1410\ESP_013236_1410_RED.abrowse_enh.png,,0.456,,,,,,,
ESP_013948_1410_MIRB.abrowse_enh.png,3388,6940,20,44,0.39,880,2.2,dark,3,2,2,0,False,1.0,1.0,41.04,no,0.755,1.4769,0.7988,31.9,71.9,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MIRB.abrowse_enh.png,,0.485,,,,,,,
ESP_013948_1410_RED.browse_enh.png,1216,2492,20,44,0.85,880,2.2,dark,3,2,2,0,False,1.0,0.679,36.09,no,0.6769,1.9746,0.7762,35.9,71.9,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_RED.browse_enh.png,,0.407,,,,,,,
ESP_013236_1410_MRGB.browse_enh.png,1688,1308,20,32,0.28,640,1.6,bright,3,2,2,0,False,0.995,0.944,41.79,no,0.8916,0.8086,0.7267,31.8,71.8,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.browse_enh.png,,0.495,,,,,,,
ESP_013948_1410_MIRB.abrowse_enh.png,2716,904,16,24,0.28,384,1.5,dark,3,2,2,0,False,1.0,1.0,45.87,no,0.7651,1.6702,0.5177,31.8,71.8,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MIRB.abrowse_enh.png,,0.495,,,,,,,
ESP_013948_1410_MRGB.abrowse_enh.png,2716,904,16,24,0.28,384,1.5,dark,3,2,2,0,False,1.0,1.0,45.87,no,0.765,1.6703,0.5175,31.8,71.8,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MRGB.abrowse_enh.png,,0.495,,,,,,,
ESP_013948_1410_MRGB.browse_enh.png,1356,3804,16,28,1.24,448,1.75,dark,3,2,2,0,False,1.0,0.0,31.04,no,0.6735,1.5731,0.7402,39.8,71.8,TERRAIN,high,small_blob,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\ESP_013948_1410\ESP_013948_1410_MRGB.browse_enh.png,,0.390,,,,,,,
ESP_013948_1410_RGB.NOMAP.thumb_enh.png,120,4084,16,48,1.46,768,3.0,dark,2,1,1,0,False,1.0,1.0,44.72,no,0.8656,1.0207,0.8676,49.8,71.8,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\ESP_013948_1410\ESP_013948_1410_RGB.NOMAP.thumb_enh.png,,0.384,,,,,,,
ESP_013236_1410_RED.abrowse_enh.png,1076,1840,16,32,0.81,512,2.0,dark,3,2,2,0,False,1.0,0.696,39.05,no,0.7115,1.2367,0.7483,35.7,71.7,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_RED.abrowse_enh.png,,0.414,,,,,,,
ESP_013236_1410_RED.browse_enh.png,3476,6452,36,48,0.5,1728,1.33,dark,2,0,2,0,False,1.0,0.155,46.07,no,0.8274,1.0793,0.5796,39.7,71.7,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\ESP_013236_1410\ESP_013236_1410_RED.browse_enh.png,,0.470,,,,,,,
ESP_013236_1410_RED.browse_enh.png,1600,7512,36,16,0.86,576,2.25,bright,3,2,2,0,False,1.0,0.562,36.58,no,0.7496,1.6327,0.8515,35.7,71.7,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_RED.browse_enh.png,,0.407,,,,,,,
ESP_013948_1410_MIRB.abrowse_enh.png,1380,4136,40,56,0.03,2240,1.4,bright,3,2,2,0,False,1.0,0.475,74.7,no,0.9324,0.8655,0.4206,35.7,71.7,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\ESP_013948_1410\ESP_013948_1410_MIRB.abrowse_enh.png,,0.498,,,,,,,
ESP_013948_1410_MIRB.browse_enh.png,1356,3804,16,28,1.23,448,1.75,dark,3,2,2,0,False,1.0,0.0,31.35,no,0.6732,1.5745,0.7402,39.7,71.7,TERRAIN,high,small_blob,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\ESP_013948_1410\ESP_013948_1410_MIRB.browse_enh.png,,0.390,,,,,,,
